path,label,file_size,entropy,entry_point,bias,is_stripped,section_count,program_header_count,text_size,data_size,rodata_size,bss_size,dynsym_count,symtab_count,instruction_estimate,instruction_estimate_low,instruction_estimate_high,reserved_0,reserved_1,reserved_2,has_writable_executable,has_exec_stack,is_pie,has_imported_libraries,suspicious_string_count,reserved_3,reserved_4
/home/zacharywinn/projects/winncore-ml-detector/data/benign/spdsend,0.0,67840.0,1.0666425907404633,4864.0,1.0,1.0,29.0,12.0,2920.0,16.0,340.0,8.0,37.0,0.0,730.0,73.0,219.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
/home/zacharywinn/projects/winncore-ml-detector/data/benign/sigtool,0.0,6490800.0,6.711098880473963,382144.0,1.0,1.0,33.0,12.0,4195920.0,176.0,833694.0,552.0,317.0,0.0,1048980.0,104898.0,314694.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,46.0,0.0,0.0
/home/zacharywinn/projects/winncore-ml-detector/data/benign/dpkg-divert,0.0,133824.0,5.887695323074216,16640.0,1.0,1.0,31.0,13.0,64776.0,332.0,18148.0,2636224.0,104.0,0.0,16194.0,1619.4,4858.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0
/home/zacharywinn/projects/winncore-ml-detector/data/benign/ubuntu-report,0.0,7768456.0,6.14644643574161,4200192.0,1.0,1.0,37.0,11.0,3424992.0,68754.0,1508688.0,167816.0,63.0,0.0,856248.0,85624.8,256874.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,188.0,0.0,0.0
/home/zacharywinn/projects/winncore-ml-detector/data/benign/slxdecode,0.0,67680.0,1.6775260889289076,4800.0,1.0,1.0,27.0,9.0,6084.0,16.0,2377.0,40.0,48.0,0.0,1521.0,152.1,456.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
/home/zacharywinn/projects/winncore-ml-detector/data/benign/rctest,0.0,67856.0,3.2428083827054297,8320.0,1.0,1.0,29.0,12.0,16420.0,45.0,3392.0,88.0,63.0,0.0,4105.0,410.5,1231.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
/home/zacharywinn/projects/winncore-ml-detector/data/benign/boltctl,0.0,133976.0,5.438562775918775,28160.0,1.0,1.0,29.0,9.0,48572.0,632.0,13544.0,584.0,249.0,0.0,12143.0,1214.3,3642.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0
/home/zacharywinn/projects/winncore-ml-detector/data/benign/airdecloak-ng,0.0,67904.0,2.3861150443658543,12352.0,1.0,1.0,30.0,12.0,8512.0,16.0,5416.0,66800.0,52.0,0.0,2128.0,212.8,638.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
/home/zacharywinn/projects/winncore-ml-detector/data/benign/bdftruncate,0.0,67752.0,0.8039551458043325,4736.0,1.0,1.0,28.0,9.0,1652.0,16.0,722.0,8.0,31.0,0.0,413.0,41.300000000000004,123.89999999999999,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
/home/zacharywinn/projects/winncore-ml-detector/data/benign/gnumkfifo,0.0,68184.0,3.396031335891236,11008.0,1.0,1.0,31.0,13.0,18020.0,216.0,2752.0,288.0,78.0,0.0,4505.0,450.5,1351.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
